instruction,response,category
آما خير، الواحد يقرى الذكاء الاصطناعي ولا الأمن السيبراني؟,الذكاء الاصطناعي هو 'مخ' المستقبل، يعلمك كيفاش تصنع برامج تفكر وتتوقع، وآفاقه خيالية في الابتكار. الأمن السيبراني هو 'درع' المستقبل، يحمي الشركات والدول من الاختراقات، وهو تخصص 'مقدس' ومطلوب برشة وخلاصه عالي جداً. إذا تحب الابتكار وصناعة الجديد، الـ AI ليك. وإذا تحب التحدي، الحماية، وحل الألغاز الأمنية، الـ سيبيرسيكيوريتي أضمن في الخدمة.,opinions_recommendations
الولي الجبري في تونس شكون؟,الولي هو البو. وفي حالة وفاته ولا خسارة أهليته، تولي الأم هي الوليّة على صغارها القصر.,general_knowledge
عندي خسارة شم  مفاجئ، خشمي موش مسدود أما ما عاد نشم في حتى ريحة، هل هو كورونا ولا حاجة أخرى؟,خسارة الشم ينجم يجي من كيف الكورونا ولا قريب قوية، ولا من 'لحمات' في الخشم، ولا حتى التهاب جيوب أنفية (Sinusite). لازم يشوفك طبيب (ORL) يثبت بالمنظار وسط الخشم. في الأغلب الشم يرجع بالتدريج مع دواء فيه 'كورتيكويد' وتمارين لتدريب حاسة الشم.,advice_guidance
شنوة هي أهم إنجازات النادي الصفاقسي؟ وكيفاش كانت الألقاب بين تونس ولبرا، وشكون المدربين اللي هزوا معاه التيتروات؟,"النادي الرياضي الصفاقسي (CSS) عنده تاريخ كبير من الألقاب:

- **البطولات المحلية (8 بطولات)**:
  هز البطولة في 1969 و1971 مع 'جيفكو بوباديتش'، وفي 1978 و1983 مع 'ميلور بوبوف'، وفي 1981 مع الألماني 'ميشال بفايفر'، وفي 1995 مع البرازيلي 'باولو روبيم'، وفي 2005 مع السويسري 'دوكاستال'، وفي 2013 مع الهولندي 'رود كرول'.

- **كأس تونس (7 كؤوس)**:
  هز الكأس في 1971، 1995، 2004 (مع دوكاستال)، 2009 (مع غازي الغرايري)، 2019 (مع نيبوشا)، 2021 (مع حمادي الدو)، و2022 (مع كريم دلهوم).

- **البطولات العربية (2 ألقاب)**:
  البطولة العربية سنة 2000 مع 'ميودراغ دياشيتش'، ودوري أبطال العرب 2004 مع مراد محجوب.

- **كأس الكاف (4 ألقاب)**:
  الكونفدرالية في 1998 (إيكهارد كراوتسون)، 2007 (دوكاستال)، 2008 (غازي الغرايري)، رود كرول.

بالمجمل، الـ CSS هز 21 لقب رسمي، منهم 16 لقب مع مدربين أجانب.",cultural_knowledge
عندي وجيعة في معدتي ودوخة وخوف من الموت وغازات، عندي 7 شهور هكا، شنوة هذا؟,الأغلب هذا 'تشنج كولون' (Colon irritable) من الستريس والقلق. خوذ دواء للغازات وحاول ترتاح نفسياً، وكان لزم شوف طبيب هضمية.,advice_guidance
شكون هي خديجة السويسي وشنوة أثرها في الفن التونسي؟,خديجة السويسي هي من عمالقة التمثيل في تونس، اشتهرت بدور 'دوجة' في السلسلة الفكاهية الشهيرة 'شوفلي حل'. كانت ممثلة مسرحية وسينمائية قديرة، وعندها حضور قوي برشا وقدرة على إضحاك الناس ببساطة. خديجة السويسي خلات بصمة كبيرة في ذاكرة التوانسة، وهي تمثل جيل الفنانين اللي خدموا بصدق وحب باش يفرحوا الشعب التونسي.,cultural_knowledge
عملت رصاص لضرسة، وخايف عليها لا تطيح، شنوة نعمل؟,أهم حاجة هي الحك بالشيتا والمعجون كل يوم واستعمال الخيط الطبي. وكان الحشو كبير برشة، المستحسن الطبيب يغلفها باش يحميها من التكسير.,advice_guidance
تنجم تقلي كيفاش نطلع شهادة التخصيص لكرهبة وظيفية؟,"تطلع من إدارة الشركة ولا المؤسسة العمومية:
1. قرار من المدير العام بمنح الكرهبة للموظف.
2. ذكر رقم الكرهبة وماركتها وصنفها.
3. الشهادة هذي هي اللي تسمح للموظف بسياقة الكرهبة واستعمال 'بونوات الكاربيران' قانونياً.
4. لازم تكون موجودة ديما مع أوراق الكرهبة وقت الدوريات الأمنية.",task_oriented
بعد ما سقطت ووفى الدم، جاتني نفخة في كرشي وقبض، عادي؟,البدن يمر بتغيير هرموني كبير بعد الإجهاض، وهذا يأثر على المصران. أعملي 'سونار' باش تتأكدي اللي الرحم نظيف، واشربي الماء بزايد للقبض.,advice_guidance
يا خويا تاج الحاضرة علاش عمل الهيلمان هذاكا الكل والعباد لتوة تتفكروا؟,تي هاو باين، على خاطروا أول مسلسل تاريخي تونسي يُسلط الضوء على عهد البايات — عهد قعد سنين متجاهل في الدراما التونسية. لم ممثلين بارزين كيما عزيز باي وياسين بن قمرة ورؤوف بن عمر وأحمد الأندلسي، وتصور في قصور تاريخية حقيقية. حل نقاش كبير بين التاريخ والدراما.,cultural_knowledge
احكيلي كيفاش كانت أجواء التحضير للباك في داركم.,في دارنا، فترة الباك كانت حالة طوارئ قصوى والدار الكل تولي تمشي على طراطش صوابعها. أمي كانت قايمة بالواجب من الماكلة والجو الهادي، وأنا كنت نعدي بالساعات محصور في بيتي بين الكراسات والفرودات. نهار الامتحان الصباح، نتفكر ريحة القهوة والزهر اللي رشتو عليا أمي وأنا خارج، وكأنها كانت تدعيلي بقلبها الكل. التعب هذاكا الكل ذاب في لحظة وحدة نهارت اللي جاتني الميساج وقريت كلمة 'ناجح'، وقتها عرفت اللي الصبر هو المفتاح لكل باب مسكر.,storytelling
شنوّة يتقال لواحد يحب يعلّم معلّمه وأستاذ الصنعة كِي يولي يعرف شوية؟,يقولوا 'جاي يبيع في الكبريت في حومة القرّاعة'. القرّاعة هوما إلّي يصنعوا الكبريت ويشعلوا النار؛ يعني المَثَل يبرد القلب للي جاي يوري في شطارته لناس هوما إلّي علّموه أصلاً.,cultural_knowledge
السونار المهبلي يوري بويضات ولا كيس؟ الطبيبة قالتلي حجمه 4 سم.,4 سم يتسمى 'كيس على المبيض' (Kyste ovarien) مووش بويضة. البويضة تكون أصغر برشة. لازم متابعة باش نشوفوا الكيس هذا يذوب وحده ولا يستحق دواء.,advice_guidance
علاش كِي نحطوا مغرفة لوح فوق طنجرة تغلي، الماء ما يفيضش؟,اللوح مادة ما تنقلش السخانة عازل. كِي نفاخات الحليب ولا الماء تطلع وتمس اللوح البارد (مقارنة بالماء)، **تتفلق ديريكت**. وزيد اللوح يكسر 'التوتر السطحي' متاع الرغوة اللي قاعدة تتكون. هي حيلة فيزيائية بسيطة أما تسلكها برشة كِي تبدأ لاهي بحاجة أخرى!,general_knowledge
نحب نطلع Patente لمحل تجاري صغير، شنوة نعمل؟,"لازم تمشي لـ 'مكتب مراقبة الأداءات' مرجع النظر:
1. نسخة من عقد كراء المحل.
2. نسخة من بطاقة التعريف.
3. تعمير مطبوعة التصريح بالوجود.
4. يحددولك النظام الجبائي ويعطيوك الرقم الجبائي في وقت قصير.",task_oriented
شنوة رايك في استعمال العطرشية في القهوة؟,عادة خاصة في نابل والوطن القبلي تعطي نكهة خيالية! العطرشية المقطرة طبيعياً تزيد 'نفس' منعش وريحة ترد الروح للقهوة العربي ولا حتى قهوة الحليب. هي مش مجرد ريحة، هي زادة تهدئ الأعصاب وتخلي القهوة تتهضم أسرع. قطرة وحدة تكفي باش تبدلك مودك وتفكرك بجو الديار التونسية الزمنية.,opinions_recommendations
كيفاش نجم نكون اجيل في الـ خدمة متاعي؟,تعلم الـ ميتودولوجي (Scrum) ولا (Kanban). قسم خدمتك لـ 'سبرينتات' (Sprints) قصيرة وقيم تقدمك كل جمعة.,student_life
