Reference,Prediction
اي بور كومونسير ا سانستالي لا دون دوران نوف موا اي يلز فون اتر اكومباني سور لي فول كيما قلنا لي فول تكنولوجيك لي فولي اونترابرونوريال اي كرياسيون جوريديك اي سيتيرا اي لي فول براتيكمو فينانسي بور كي,موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيقى موسيق
اي دونك فوالا دونك بدات غاديكا و من بعد طورنا بالشوية بالشوية اي اون ا ديسايد دي بوستولي فال اوست بري انكوباتور فمة برشا مابين لي بارون الي يقول لولدو لا كملي قرايتك خوذ ديبلومك و بعد برا مشرع على روحك و اعمل مشاريعك بالنسبة,وبعد ذلك قمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقمنا بالتواصل مع بعض الأشخاص وقنا بالتواصل مع بعض الأشخاص وقنا بالتواصل مع بعض الأشخاص وقنا بالتواصل مع بعض الأشخاص وقنا بالتواصل مع بعض الأشخاص وقنا بالتواصل مع بعض الأشخاص وقنا بالتواصل مع بعض الأشخ
علاش علاش طال الانتظار على خاطر سي دي قرو بروجي,عليش طال الانتظار على خاطر سيدو جرو بروجي
علموهم و الديهم التجارة,علموهم ولديهم الجارة
و كيما كان يتعامل مع المنجي و السفر,وكما كان يتعامل مع المنجي والصفر
قالولهم لكلنا ليها و هاذا امر ربي و سنة الحياة,قالوا لهم الكل ناليها وهذا أمر الرب وسنوات الحياة
قالوا يا محمود,قالوا يا محمود
يركركو في التاي ولا على بالو,اشتركوا في القناة
تبسم محمود و قالوا عندك افكار هايلة يا وحيد,اتبسم محمود وقال له عندك افكار هالة يوحيت
و من لا عنده فضة فعنه الناس منفضة,ومن لا عنده فضة فعنده الناس مفضة
و في وسط البيت فمة كرسي,وفي وسط البيت ثم كرسي
و بعد ما سترجعت كل شيء,وبعد مسرجات كل شيء
و يرا في كي العظروت قدام الباب,ويرفي كل عضلوت قدام البيت
قلتلها يامي زايد انا قررت و مرة باش نخلق,قلت لها يامين زيت أنا قررت أنا باش نخلق
يعني ميسورة الحال,يعني ميزورة الحق
و انا هزتني السرحة و البهتة و ما ني ش مصدقة ولا مستوعبة الشي لي قاعدة تحكي فيه ها المراء,وانا هزتني السرحة والبهتة ومانيش مصدقة ولو ما استوعب الشي اللي قاعدة تحكي فيها المرأة
المراء من القيتهاش لا في الارض لا في السماء,لما رأى ملقيتهاش لا في الأرض لا في السماء
وقتاش خرجت,تشتركوا في القناة
اسمي مهدي,اسمي مهدي
ما فماش عركة ما كنتش موجود فيها,ما فميش عركة ما كنتش موجود فيها
يعملو فالحس و يقلدو في اصوات و يضحكو و يفدلكو,يعملوا في الحس ويقلدوا فيها صوات ويضحكوا ويفدلكوا
قلتلهم انا,خطوة لأمانة
فمة حاجة لولاد اي كيفاه ما نعملوا شيء ما نريفزوش ما نتحركوش,ما عايزة الولاد وكيفي منعملوا شي مريزوش منتحركوش
كي تبدى حاجة سورتو تحبها فمة بروفات راك تتعب تعمل افور لين تفد,كي تبدأ سويته وحاجة تحبها وفيما بروفيت فيما بروفيت راك تتعب تعمل افور تعمل افور ليه تفد
عملت فيه الي تتخيلو رحلات عملنا و مشينا للجنوب,عملت فيه اللي تتخيل ورحلت عملنا ومشينا الجنوب و
و نظمنا مهراجانات و نظمنا دي اكسبوز متاع فوتوغرافي,ونظمنا مهرجانات ونظمنا ديزيكسبوزية متاع فوتوغرافية
قتلو باهي نمشيوا اكاهو مشينا لتونس نحوسوا مشينا للمرسى درنا,أخبرتني أننا ذهبنا إلى تونس وذهبنا إلى مارسادورن
راسك باش يتكسر دونك اكلي تبدل شوية مع صديق سي بيان كهو مشيت بحذا صاحبتي حكاية جمعا يضهرلي مال بيريود دي,إذا كنت تريد أن تتبادل مع صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق صديق ص
هاذيكا مريقلة معناها تخليني ديجا نصف الليل ولا ماضيساعتين نبدا بالصيف نرقد,كانت هذه مرغلة تجعلني في نصف الليل أو في السنة الماضية أبدأ بالرقد في السيف
نتفكر سيشن ما خرجتش جملة من الدار جملة اربعة شهور,فكر سيسيون مخرجت الجملة من الدار جملة أربعة شهور
بجنابهم فال ليسي الور كي شنيا بريميير شنيا باك صاي لازمك فيسع تبدى تحضر روحك ديجا,يجب أن تتحذر وقتاً
انا بالنسبة ليا هذاكة ال ماث يا ولدي وحش ماث و هذاكة شنحب نعمل فحياتي انا علاش باز,أنا بالنسبة لي ذاك المات إنتي وحش مات وذاكش نحب نام في حين أنا بزيع
ما حكيت هكة مع البروفات متفاهميش مش,ما حكيت هكا مع البروفيت مش متفاهم
ايا كيفاش باش ندبر ال بروف دونك بالحق ما اسهل يمكن ميتود,أي كيفية سندبر البروف؟ بالحق أسهل يمكن
