category,instruction,response
cultural_knowledge,شنومة أهم المعلومات على ولاية تطاوين؟,"تطاوين هي أكبر ولاية في تونس من حيث المساحة (حوالي 39 ألف كم²). فيها الجبل والصحراء والسهل.
• **السكان**: حوالي 150 ألف ساكن.
• **الاقتصاد**: يعتمد برشة على الخدمات (60%)، والخدمات البترولية في الصحراء، وشوية فلاحة وجبس.
• **السياحة**: مشهورة بالقصور الصحراوية والمناظر اللي تشبه للمريخ (وين صوروا فيلم Star Wars)."
cultural_knowledge,كيفاش يتعمل كعك الورقة التونسي؟,"كعك الورقة يتخدم بالفارينة، الزبدة، اللوز المرحي، والسكر المحور، ويتعجن بماء العطرشية ولا 'النسري' (خاصة في زغوان). العجينة لازم تكون رقيقة برشة (ورقة). 
**حكاية تاريخية**: الأندلسيين اللي هربوا لتونس هوما اللي جابوه، ويقولوا اللي النساء كانوا يخبوا وسط الكعك الذهب ومفاتيح ديارهم في الأندلس باش يهربوهم من غير ما يشلق بيهم حد."
storytelling,شكونو عباس بحري وشنوة عمل في الرياضيات؟,عباس بحري هو عالم رياضيات تونسي كبير برشة، ولد في 1955 وتوفي في 2016. كان أستاذ في جامعة روتجرز في أمريكا. ربح جوائز عالمية كيف جائزة 'فيرما'. خدمته كانت في 'المعادلات التفاضلية' وطور طرق حسابية معقدة خلاته يتسمى من عباقرة الرياضيات في العالم.
cultural_knowledge,علاش تونس باهية للاستثمار في التكنولوجيا وشنوة عملت الدولة؟,"تونس عندها برشة مزايا للشركات التكنولوجية:
• تونس قريبة لأوروبا وعندنا مهندسين وخدامة كفاءة.
• فمة قوانين جديدة كيف 'Startup Act' اللي تسهل الخدمة للشركات الناشئة.
• الدولة عملت برامج كيف 'تونس الذكية' (Smart Tunisia) باش تجيب المستثمرين الأجانب وتوفرلهم بنية تحتية رقمية باهية."
cultural_knowledge,شنومة اختراعات زياد التايب؟,زياد التايب مخترع تونسي شاب، اخترع برمجية ذكية تتحكم في 'روبوت' ينجموا يبعثوه للقمر ولا المريخ باش يعمل أبحاث ويجمع معلومات. اختراعه تصنف من أحسن 10 أفكار في العالم في مجال تكنولوجيا الفضاء.
advice_guidance,بعد ما نجح تشالنج وان، شنوة تنجم تعمل تونس في الفضاء؟,"بعد النجاح هذا، تونس تنجم:
1. تزيد تصنع أقمار صناعية مختصة في الفلاحة ولا البيئة.
2. تعمل شراكات مع دول إفريقية باش نطلقوا سرب كامل من الأقمار الصناعية التونسية.
3. تعمل 'وكالة فضاء وطنية' تنسق بين الدولة والشركات الخاصة.
4. تطور مخابر للأبحاث الفضائية باش تضمن استمرارية المشروع في المستقبل."
cultural_knowledge,وقتاش خسوف القمر الجاي في تونس؟,خسوف القمر الجاي (الثاني في 2024) باش يكون نهار الإربعاء 18 سبتمبر. باش يكون خسوف جزئي (يغطي 8% بركة من القمر). يبدأ مع السبعة متاع العشية (19:03) ويقعد ساعة وشوية. هو مش بقوة الكسوف الكلي أما يقعد منظر مزيان للتصوير والرصد.
cultural_knowledge,أعطيني فكرة على معتمديات المهدية وصفاقس؟,"• **المهدية**: فيها 11 معتمدية كيف (بومرداس، قصور الساف، الجم، الشابة، ملولش..) وكل معتمدية فيها برشة مناطق (عمادات).
• **صفاقس**: فيها 16 معتمدية كيف (ساقية الزيت، طينة، عقارب، جبنيانة، قرقنة..). مثلاً صفاقس المدينة فيها 12 منطقة، وقرقنة فيها 10 مناطق (الرملة، العطايا..)."
storytelling,كيفاش وجود علماء توانسة في ناسا عاون تونس؟,"علماء كيف محمد الأوسط العياري في 'ناسا' هوما سفراء لتونس. وجودهم عاون في:
• بنى قنطرة بين تونس وأكبر مراكز البحث في العالم.
• ورا اللي التونسي كفء وينجم يخدم في مشاريع كبيرة كيف 'تلسكوب هابل'.
• شجع الشباب التونسي باش يحلم ويدخل لمجالات التكنولوجيا العالية.
• سهل التعاون التقني والتدريب بين الجامعات التونسية والمؤسسات الأمريكية."
cultural_knowledge,شنومة الحاجات اللي تميز مدينة أريانة؟,"أريانة مدينة عندها طابع خاص في تونس، وأهم مميزاتها:
• من القرن 19 وهي تعتبر 'متنفس' لسكان العاصمة، برشة بناو فيها قصور باش يتفرهدوا فيها في فصل الربيع.
• متأثرة برشة بالأندلسيين خاصة في الفلاحة، وهذا يظهر في السواني والبساتين اللي في سكرة وشطرانة ودار فضال.
• معروفة بلقب 'مدينة الورود' خاطرها تشتهر بإنتاج الورد، الياسمين، النسيم، والنيلوفر.
• مختصة زادة في صناعة العطور وتقطير ماء الورد والزهر اللي ريحتهم تفحفح في كل بلاصة."
cultural_knowledge,كيفاش أثرت العولمة على اللغات المستعملة في تونس؟,العولمة أثرت على اللغات في تونس من خلال انتشار أكثر للغات الأجنبية خاصة في التعليم والعمل والتواصل الدولي. هذا خلا الإنجليزية تولي أكثر استعمال في بعض المجالات الحديثة، في حين تبقى العربية والفرنسية مستعملين بكثرة في الحياة اليومية والإدارة. التغير هذا أثر على طريقة استعمال الشباب للغة، مع تداخل أكبر بين أكثر من لغة في نفس السياق.
cultural_knowledge,شنوة هي القيمة العلمية والادينية لمدينة القيروان؟,"القيروان كانت أول وأهم منارة علمية في المغرب العربي قبل قرطبة وفاس. 
أهم محطاتها:
• **جامع عقبة بن نافع**: كان مش مجرد جامع، بل جامعة تدرس فيها العلوم والدين، وأسسوا فيها 'دور الحكمة'.
• **القبلة**: محراب القيروان هو اللي حدد اتجاه القبلة في المغرب الإسلامي كامل.
• **العلماء**: جاوها علماء كبار من المشرق، وأشهرهم الإمام سحنون اللي كتب 'المدونة' (مرجع المذهب المالكـي).
• **بيت الحكمة**: اللي بناه إبراهيم الثاني في رقادة كان مركز للترجمة والبحث في الطب والفلك والرياضيات، وهو نسخة من بيت الحكمة في بغداد.
باختصار، القيروان هي فخر تونس في التاريخ والعلم والدين."
cultural_knowledge,كيفاش تعاون الجمعية التونسية للعلوم البيولوجية الباحثين التوانسة مع الخارج؟,تلعب الجمعية التونسية للعلوم البيولوجية دور مهم في ربط الباحثين التوانسة بالمجتمع العلمي الدولي من خلال تنظيم ملتقيات علمية وورشات عمل تجمع باحثين من تونس وخارجها. كيما تساهم في تسهيل المشاركة في مشاريع بحث مشتركة وتبادل الخبرات في مجالات البيولوجيا الحديثة. هذا التعاون يساعد الباحثين على تطوير مهاراتهم والاطلاع على أحدث التقنيات في المجال.
